accuracy_comitee;accuracy_des;accuracy_elgamal;accuracy_rsa;cm_comitee;cm_des;cm_elgamal;cm_rsa;selected_metrics;time;train_size
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:29:37;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16};20/10/2020 20:30:20;80.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:31:00;10.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:31:42;20.0
0.8166666666666667;1.0;1.0;0.7;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [11  0  9  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[33  7]
 [11  9]]";{'Simple-Matching': 16};20/10/2020 20:32:28;30.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:33:14;40.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:34:00;50.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:34:30;60.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:34:53;70.0
0.6666666666666666;1.0;1.0;0.6666666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [20  0  0  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [20  0]]";{'Simple-Matching': 16};20/10/2020 20:35:17;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:35:38;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:36:00;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:36:40;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:37:24;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:38:01;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:38:24;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:38:48;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Dice': 16};20/10/2020 20:39:19;80.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:40:08;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:41:06;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:41:58;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:42:42;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:43:04;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:43:26;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:43:50;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Jaccard': 16};20/10/2020 20:44:15;80.0
0.9833333333333332;1.0;0.9833333333333332;0.9333333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 1  0  0 19]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 1 19]]";"[[36  4]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:44:38;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:44:59;20.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:45:20;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:45:42;40.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:46:05;50.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:46:27;60.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:46:50;70.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Euclidian': 16};20/10/2020 20:47:13;80.0
0.9833333333333332;1.0;0.9833333333333332;0.95;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 1  0  0 19]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 1 19]]";"[[37  3]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:47:35;10.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:47:57;20.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:48:18;30.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:48:39;40.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:49:02;50.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:49:27;60.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:49:49;70.0
1.0;1.0;1.0;0.9333333333333332;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 0 20]]";{'Manhattan': 16};20/10/2020 20:50:12;80.0
1.0;1.0;1.0;0.9166666666666666;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[35  5]
 [ 0 20]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:50:32;10.0
0.9833333333333332;1.0;1.0;0.95;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 1 19]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:50:54;20.0
0.9833333333333332;1.0;1.0;0.9;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[35  5]
 [ 1 19]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:51:23;30.0
1.0;1.0;1.0;0.95;"[[20  0  0]
 [ 0 20  0]
 [ 0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 0 20]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:51:48;40.0
0.9833333333333332;1.0;1.0;0.9333333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 1 19]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:52:13;50.0
0.9833333333333332;1.0;1.0;0.9333333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 1 19]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:52:38;60.0
0.9666666666666668;1.0;1.0;0.9166666666666666;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 2  0 18  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 2 18]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:53:04;70.0
0.9666666666666668;1.0;1.0;0.8833333333333333;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 2  0 18  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[35  5]
 [ 2 18]]";{'Cosseno': 16, 'Simple-Matching': 16, 'Dice': 16, 'Jaccard': 16, 'Euclidian': 16, 'Manhattan': 16};20/10/2020 20:53:30;80.0
0.8833333333333333;1.0;1.0;0.8166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 7  0 13  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 7 13]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:19:12;10.0
0.9166666666666666;1.0;1.0;0.85;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 5  0 15  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[36  4]
 [ 5 15]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:19:32;20.0
0.9;1.0;1.0;0.85;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 6  0 14  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 6 14]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:19:52;30.0
0.9333333333333332;1.0;1.0;0.85;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 4  0 16  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[35  5]
 [ 4 16]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:20:14;40.0
0.9166666666666666;1.0;1.0;0.8166666666666667;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 5  0 15  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 5 15]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:20:36;50.0
0.95;1.0;1.0;0.85;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 3 17]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:20:58;60.0
0.95;1.0;1.0;0.85;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[34  6]
 [ 3 17]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:21:22;70.0
0.95;1.0;1.0;0.9;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 3  0 17  0]
 [ 0  0  0 20]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 0 20]]";"[[37  3]
 [ 3 17]]";{'Cosseno': 8, 'Simple-Matching': 8};20/10/2020 22:21:46;80.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:22:07;10.0
0.9666666666666668;1.0;0.9333333333333332;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:22:28;20.0
0.9666666666666668;1.0;0.9333333333333332;0.9666666666666668;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 2 18]]";"[[38  2]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:22:50;30.0
0.9666666666666668;1.0;0.9333333333333332;0.9666666666666668;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 2 18]]";"[[38  2]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:23:10;40.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:23:31;50.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:23:55;60.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:24:18;70.0
0.9833333333333332;1.0;0.9666666666666668;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 1  0  0 19]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 1 19]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Dice': 8};20/10/2020 22:24:41;80.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:25:00;10.0
0.9666666666666668;1.0;0.9333333333333332;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:25:25;20.0
0.9666666666666668;1.0;0.9333333333333332;0.9666666666666668;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 2 18]]";"[[38  2]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:25:59;30.0
0.9666666666666668;1.0;0.9333333333333332;0.9666666666666668;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[38  2]
 [ 2 18]]";"[[38  2]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:26:21;40.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:26:42;50.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:27:03;60.0
0.9666666666666668;1.0;0.95;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:27:25;70.0
0.9833333333333332;1.0;0.9666666666666668;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 1  0  0 19]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 1 19]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Jaccard': 8};20/10/2020 22:27:47;80.0
0.8833333333333333;1.0;0.9;0.9666666666666668;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 6  0  0 14]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 6 14]]";"[[39  1]
 [ 1 19]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:28:05;10.0
0.95;1.0;0.9666666666666668;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 2 18]]";"[[40  0]
 [ 1 19]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:28:23;20.0
0.9333333333333332;1.0;0.9333333333333332;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 4  0  0 16]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 4 16]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:28:42;30.0
0.9333333333333332;1.0;0.9333333333333332;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 4  0  0 16]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 4 16]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:29:01;40.0
0.9666666666666668;1.0;0.9666666666666668;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 2 18]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:29:22;50.0
0.9666666666666668;1.0;0.9666666666666668;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:29:42;60.0
0.9666666666666668;1.0;0.9666666666666668;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 2 18]]";"[[39  1]
 [ 0 20]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:30:03;70.0
0.9666666666666668;1.0;0.9666666666666668;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 2  0  0 18]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 2 18]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Euclidian': 8};20/10/2020 22:30:24;80.0
0.8833333333333333;1.0;0.9;0.9666666666666668;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 6  0  0 14]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 6 14]]";"[[39  1]
 [ 1 19]]";{'Cosseno': 8, 'Manhattan': 8};20/10/2020 22:30:42;10.0
0.9166666666666666;1.0;0.9333333333333332;0.9833333333333332;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 1  0 19  0]
 [ 4  0  0 16]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 4 16]]";"[[40  0]
 [ 1 19]]";{'Cosseno': 8, 'Manhattan': 8};20/10/2020 22:31:02;20.0
0.95;1.0;0.9333333333333332;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 3  0  0 17]]";"[[40  0]
 [ 0 20]]";"[[39  1]
 [ 3 17]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Manhattan': 8};20/10/2020 22:31:21;30.0
0.9333333333333332;1.0;0.9333333333333332;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 4  0  0 16]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 4 16]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Manhattan': 8};20/10/2020 22:31:41;40.0
0.95;1.0;0.95;1.0;"[[ 0  0  0  0]
 [ 0 20  0  0]
 [ 0  0 20  0]
 [ 3  0  0 17]]";"[[40  0]
 [ 0 20]]";"[[40  0]
 [ 3 17]]";"[[40  0]
 [ 0 20]]";{'Cosseno': 8, 'Manhattan': 8};20/10/2020 22:32:02;50.0
